1,302460.1,4123710.819
2,302499.373,4123780.838
3,302559.379,4123889.361
4,302597.449,4124014.944
5,302598.299,4124257.027
6,302495.726,4124458.504
7,302518.284,4124486.263
8,302662.447,4123709.208
9,302439.373,4123670.912
10,302454.443,4123700.766
11,302464.335,4123718.434
12,302500.602,4123782.532
13,302548.269,4123773.221
14,302551.893,4123776.074
15,302549.931,4123774.507
16,302504.176,4123789.060
17,302501.840,4123784.895
18,302522.389,4123822.867
19,302521.345,4123820.954
20,302537.014,4123827.797
21,302558.472,4123816.060
22,302560.589,4123815.060
23,302577.088,4123820.262
24,302578.363,4123822.324
25,302589.422,4123842.529
26,302589.984,4123844.666
27,302556.433,4123881.404
28,302570.77,4123808.585
29,302577.238,4123820.259
30,302570.488,4123808.671
31,302561.268,4123818.604
32,302560.566,4123818.943
33,302540.675,4123830.108
34,302538.898,4123830.945
35,302555.217,4123882.364
36,302540.007,4123830.376
37,302497.290,4123854.053
38,302520.252,4123818.950
39,302549.438,4123871.539
40,302521.359,4123821.049
41,302506.788,4123848.809
42,302499.977,4123781.980
43,302478.323,4123848.306
44,302478.831,4123849.155
45,302511.430,4123842.140
46,302512.271,4123841.663
47,302535.886,4123828.475
48,302512.313,4123841.674
49,302542.893,4123859.926
50,302478.820,4123849.102
51,302508.573,4123896.428
52,302495.109,4123855.331
53,302515.150,4123896.626
54,302517.134,4123895.943
55,302555.674,4123882.314
56,302524.714,4123891.966
57,302522.279,4123893.365
